Year,State,Households,Persons,TotalCost,MCost,BCost,CostPerHousehold,CostPerPerson,MPersons,Region
2004,Illinois,"476,050","1,069,596","$1,211,361,942 ","1,211.36",1.21,212.05,94.38,1.06959575,MWRO
2004,Indiana,"224,454","526,324","$549,500,594 ",549.5,0.55,204.01,87,0.526324333,MWRO
2004,Iowa,"76,909","179,179","$176,334,334 ",176.33,0.18,191.06,82.01,0.179179417,MWRO
2004,Kansas,"74,193","169,528","$158,017,032 ",158.02,0.16,177.49,77.68,0.16952775,MPRO
2004,Kentucky,"230,679","544,744","$542,743,611 ",542.74,0.54,196.07,83.03,0.544743667,SERO
2004,Louisiana,"274,130","705,700","$753,905,377 ",753.91,0.75,229.18,89.03,0.70570025,SWRO
2004,Maine,"72,197","141,929","$139,618,857 ",139.62,0.14,161.16,81.98,0.141929167,NERO
2004,MARO,"1,119,321","2,502,990","$2,478,646,730 ","2,478.65",2.48,184.54,82.52,2.502989917,MARO
2004,Maryland,"124,108","273,872","$286,695,375 ",286.7,0.29,192.5,87.24,0.273872,MARO
2004,Massachusetts,"154,543","334,939","$304,420,939 ",304.42,0.3,164.15,75.74,0.334938667,NERO
2004,Michigan,"412,666","943,713","$896,139,758 ",896.14,0.9,180.97,79.13,0.943713417,MWRO
2004,Minnesota,"116,873","247,465","$246,770,329 ",246.77,0.25,175.95,83.1,0.247465083,MWRO
2004,Mississippi,"151,678","376,864","$360,952,477 ",360.95,0.36,198.31,79.81,0.376863917,SERO
2004,Missouri,"279,979","652,752","$663,426,425 ",663.43,0.66,197.46,84.7,0.652751667,MPRO
2004,Montana,"32,984","77,478","$79,197,439 ",79.2,0.08,200.09,85.18,0.077477917,MPRO
2004,MPRO,"713,950","1,678,556","$1,680,937,624 ","1,680.94",1.68,196.2,83.45,1.678556167,MPRO
2004,MWRO,"1,781,051","4,056,581","$4,182,473,936 ","4,182.47",4.18,195.69,85.92,4.056580833,MWRO
2004,Nebraska,"48,078","113,900","$108,691,184 ",108.69,0.11,188.4,79.52,0.11389975,MPRO
2004,NERO,"1,211,215","2,439,830","$2,674,824,034 ","2,674.82",2.67,184.03,91.36,2.439830333,NERO
2004,Nevada,"53,516","120,275","$119,520,455 ",119.52,0.12,186.11,82.81,0.120274833,WRO
2004,New Hampshire,"23,625","48,449","$43,549,015 ",43.55,0.04,153.61,74.9,0.048449333,NERO
2004,New Jersey,"172,641","368,695","$377,525,993 ",377.53,0.38,182.23,85.33,0.368695083,MARO
2004,New Mexico,"85,459","222,716","$217,424,159 ",217.42,0.22,212.02,81.35,0.2227155,SWRO
2004,New York,"802,051","1,598,143","$1,876,077,920 ","1,876.08",1.88,194.93,97.83,1.598142917,NERO
2004,North Carolina,"315,782","747,274","$753,200,353 ",753.2,0.75,198.77,83.99,0.7472735,SERO
2004,North Dakota,"18,373","41,421","$40,286,413 ",40.29,0.04,182.72,81.05,0.04142125,MPRO
2004,Ohio,"419,271","945,435","$1,009,262,441 ","1,009.26",1.01,200.6,88.96,0.945434917,MWRO
2004,Oklahoma,"165,402","411,840","$397,776,777 ",397.78,0.4,200.41,80.49,0.411839667,SWRO
2004,Oregon,"212,132","419,736","$415,267,009 ",415.27,0.42,163.13,82.45,0.419735667,WRO
2004,Pennsylvania,"431,664","960,941","$933,273,618 ",933.27,0.93,180.17,80.93,0.960940833,MARO
2004,Rhode Island,"35,232","77,528","$73,550,567 ",73.55,0.07,173.97,79.06,0.077528333,NERO
2004,SERO,"2,387,128","5,539,555","$5,674,867,575 ","5,674.87",5.67,198.11,85.37,5.539554583,SERO
2004,South Carolina,"206,987","497,218","$501,204,515 ",501.2,0.5,201.79,84,0.497217583,SERO
2004,South Dakota,"21,113","53,459","$53,934,332 ",53.93,0.05,212.88,84.07,0.053459333,MPRO
2004,SWRO,"1,529,601","3,945,648","$4,022,773,386 ","4,022.77",4.02,219.16,84.96,3.945648,SWRO
2004,Tennessee,"351,781","806,490","$811,798,438 ",811.8,0.81,192.31,83.88,0.806489667,SERO
2004,Texas,"864,342","2,258,951","$2,306,786,060 ","2,306.79",2.31,222.4,85.1,2.25895125,SWRO
2004,US,"10,277,379",23810742,"$24,618,889,556 ","24,618.89",24.62,199.62,86.16,23.810742,US
2004,Utah,"48,366","123,411","$123,127,454 ",123.13,0.12,212.15,83.14,0.123411083,SWRO
2004,Vermont,"21,393","42,862","$40,076,383 ",40.08,0.04,156.11,77.92,0.04286175,NERO
2004,Virgin Islands,"4,532","13,372","$19,215,159 ",19.22,0.02,353.29,119.74,0.013372417,NERO
2004,Virginia,"209,859","485,877","$476,165,722 ",476.17,0.48,189.08,81.67,0.485876833,MARO
2004,Washington,"219,415","453,497","$455,273,391 ",455.27,0.46,172.91,83.66,0.453497333,WRO
2004,West Virginia,"110,092","255,936","$231,721,076 ",231.72,0.23,175.4,75.45,0.255936333,MARO
2004,Wisconsin,"131,738","324,047","$269,438,872 ",269.44,0.27,170.44,69.29,0.324047333,MWRO
2004,WRO,"1,535,114","3,647,582","$3,904,366,271 ","3,904.37",3.9,211.95,89.2,3.647582167,WRO
2004,Wyoming,"10,382","25,648","$24,981,367 ",24.98,0.02,200.52,81.17,0.025648417,MPRO
2005,Alabama,"222,132","558,596","$616,090,009 ",616.09,0.62,231.13,91.91,0.558596333,SERO
2005,Alaska,"20,224","55,567","$80,405,244 ",80.41,0.08,331.31,120.58,0.05556725,WRO
2005,Arizona,"220,498","550,291","$633,808,912 ",633.81,0.63,239.54,95.98,0.55029125,SWRO
2005,Arkansas,"152,909","373,752","$401,286,262 ",401.29,0.4,218.7,89.47,0.3737515,SWRO
2005,California,"785,682","1,992,024","$2,314,680,820 ","2,314.68",2.31,245.51,96.83,1.99202425,WRO
2005,Colorado,"107,405","245,926","$313,224,564 ",313.22,0.31,243.02,106.14,0.245925667,MPRO
2005,Connecticut,"107,492","204,146","$223,198,180 ",223.2,0.22,173.04,91.11,0.2041455,NERO
2005,Delaware,"26,052","61,586","$65,229,058 ",65.23,0.07,208.65,88.26,0.061586167,MARO
2005,District of Columbia,"44,362","88,799","$103,295,526 ",103.3,0.1,194.04,96.94,0.088799333,MARO
2005,Florida,"657,576","1,381,804","$1,597,912,047 ","1,597.91",1.6,202.5,96.37,1.381804167,SERO
2005,Georgia,"375,739","921,427","$1,047,842,395 ","1,047.84",1.05,232.4,94.77,0.921427,SERO
2005,Guam,"8,066","27,277","$53,633,228 ",53.63,0.05,554.14,163.85,0.027277083,WRO
2005,Hawaii,"47,309","93,548","$155,898,096 ",155.9,0.16,274.61,138.88,0.09354775,WRO
2005,Idaho,"37,151","93,441","$102,970,484 ",102.97,0.1,230.98,91.83,0.093441333,WRO
2005,Illinois,"520,350","1,158,271","$1,400,091,866 ","1,400.09",1.4,224.22,100.73,1.158270833,MWRO
2005,Indiana,"240,045","556,285","$626,608,340 ",626.61,0.63,217.53,93.87,0.55628525,MWRO
2005,Iowa,"89,655","206,696","$219,761,007 ",219.76,0.22,204.27,88.6,0.206696417,MWRO
2005,Kansas,"78,165","177,782","$179,999,844 ",180,0.18,191.9,84.37,0.177782417,MPRO
2005,Kentucky,"245,707","570,277","$611,490,522 ",611.49,0.61,207.39,89.36,0.570277417,SERO
2005,Louisiana,"318,126","807,896","$978,765,504 ",978.77,0.98,256.39,100.96,0.80789575,SWRO
2005,Maine,"78,170","152,910","$162,202,784 ",162.2,0.16,172.92,88.4,0.152910083,NERO
2005,MARO,"1,194,244","2,639,026","$2,809,368,083 ","2,809.37",2.81,196.04,88.71,2.63902575,MARO
2005,Maryland,"131,556","288,943","$320,133,493 ",320.13,0.32,202.79,92.33,0.288943333,MARO
2005,Massachusetts,"176,121","368,122","$363,033,709 ",363.03,0.36,171.77,82.18,0.368122417,NERO
2005,Michigan,"469,976","1,047,594","$1,098,817,352 ","1,098.82",1.1,194.84,87.41,1.047594417,MWRO
2005,Minnesota,"124,398","259,937","$274,996,874 ",275,0.27,184.22,88.16,0.2599365,MWRO
2005,Mississippi,"174,500","434,958","$462,961,820 ",462.96,0.46,221.09,88.7,0.434958167,SERO
2005,Missouri,"296,800","677,052","$735,757,569 ",735.76,0.74,206.58,90.56,0.6770515,MPRO
2005,Montana,"34,573","80,870","$89,231,197 ",89.23,0.09,215.08,91.95,0.080870167,MPRO
2005,MPRO,"761,539","1,762,785","$1,931,843,061 ","1,931.84",1.93,211.4,91.33,1.762784833,MPRO
2005,MWRO,"1,946,752","4,375,007","$4,872,723,726 ","4,872.72",4.87,208.58,92.81,4.375007417,MWRO
2005,Nebraska,"49,948","117,415","$119,523,412 ",119.52,0.12,199.41,84.83,0.117415,MPRO
2005,NERO,"1,359,790","2,653,653","$3,058,390,329 ","3,058.39",3.06,187.43,96.04,2.65365275,NERO
2005,Nevada,"54,877","121,707","$128,901,489 ",128.9,0.13,195.74,88.26,0.121707083,WRO
2005,New Hampshire,"25,198","52,310","$50,569,118 ",50.57,0.05,167.24,80.56,0.052310083,NERO
2005,New Jersey,"186,661","392,416","$437,423,008 ",437.42,0.44,195.28,92.89,0.392416333,MARO
2005,New Mexico,"93,094","240,637","$251,414,424 ",251.41,0.25,225.05,87.07,0.240637083,SWRO
2005,New York,"915,703","1,754,861","$2,135,869,438 ","2,135.87",2.14,194.37,101.43,1.75486125,NERO
2005,North Carolina,"343,397","799,747","$856,161,978 ",856.16,0.86,207.77,89.21,0.799746833,SERO
2005,North Dakota,"18,927","42,204","$44,674,426 ",44.67,0.04,196.7,88.21,0.042204417,MPRO
2005,Ohio,"448,524","1,007,172","$1,155,257,476 ","1,155.26",1.16,214.64,95.59,1.007172083,MWRO
2005,Oklahoma,"172,837","424,402","$439,598,807 ",439.6,0.44,211.95,86.32,0.42440225,SWRO
2005,Oregon,"218,297","429,358","$455,943,437 ",455.94,0.46,174.05,88.49,0.42935825,WRO
2005,Pennsylvania,"471,960","1,042,809","$1,104,711,263 ","1,104.71",1.1,195.06,88.28,1.042808583,MARO
2005,Rhode Island,"34,751","76,085","$78,517,688 ",78.52,0.08,188.28,86,0.076085333,NERO
2005,SERO,"2,612,565","6,037,638","$6,699,907,966 ","6,699.91",6.7,213.71,92.47,6.037637833,SERO
2005,South Carolina,"219,503","521,125","$565,811,046 ",565.81,0.57,214.81,90.48,0.521125417,SERO
2005,South Dakota,"22,483","56,095","$61,477,144 ",61.48,0.06,227.87,91.33,0.056095333,MPRO
2005,SWRO,"1,678,016","4,288,661","$4,730,353,085 ","4,730.35",4.73,234.92,91.92,4.288661333,SWRO
2005,Tennessee,"374,011","849,703","$941,638,149 ",941.64,0.94,209.81,92.35,0.8497025,SERO
2005,Texas,"941,050","2,441,975","$2,659,288,088 ","2,659.29",2.66,235.49,90.75,2.44197475,SWRO
2005,US,"11,195,797",25628456,"$28,567,876,243 ","28,567.88",28.57,212.64,92.89,25.628456,US
2005,Utah,"53,162","133,263","$141,217,600 ",141.22,0.14,221.37,88.31,0.1332625,SWRO
2005,Vermont,"22,355","45,218","$44,999,412 ",45,0.04,167.74,82.93,0.045218083,NERO
2005,Virgin Islands,"4,633","13,550","$20,817,269 ",20.82,0.02,374.42,128.03,0.013549583,NERO
2005,Virginia,"214,983","488,481","$499,708,150 ",499.71,0.5,193.7,85.25,0.488480583,MARO
2005,Washington,"250,788","508,472","$539,048,283 ",539.05,0.54,179.12,88.34,0.508471917,WRO
2005,West Virginia,"114,038","262,442","$258,050,316 ",258.05,0.26,188.57,81.94,0.262441833,MARO
2005,Wisconsin,"143,459","345,748","$316,951,818 ",316.95,0.32,184.11,76.39,0.345748333,MWRO
2005,WRO,"1,642,891","3,871,686","$4,465,289,993 ","4,465.29",4.47,226.5,96.11,3.871686167,WRO
2005,Wyoming,"10,422","25,481","$26,976,298 ",26.98,0.03,215.7,88.22,0.025481417,MPRO
2006,Alabama,"220,345","546,684","$593,698,537 ",593.7,0.59,224.53,90.5,0.546684,SERO
2006,Alaska,"21,172","57,153","$85,981,777 ",85.98,0.09,338.42,125.37,0.057153333,WRO
2006,Arizona,"220,293","540,782","$626,260,397 ",626.26,0.63,236.9,96.51,0.5407815,SWRO
2006,Arkansas,"159,354","384,889","$414,384,306 ",414.38,0.41,216.7,89.72,0.384888583,SWRO
2006,California,"799,469","1,999,656","$2,376,672,482 ","2,376.67",2.38,247.73,99.05,1.999656167,WRO
2006,Colorado,"107,246","251,385","$321,030,244 ",321.03,0.32,249.45,106.42,0.251385417,MPRO
2006,Connecticut,"111,958","210,288","$239,082,045 ",239.08,0.24,177.96,94.74,0.210288,NERO
2006,Delaware,"28,211","65,698","$70,175,479 ",70.18,0.07,207.29,89.01,0.065698167,MARO
2006,District of Columbia,"45,469","89,168","$104,153,208 ",104.15,0.1,190.89,97.34,0.089168167,MARO
2006,Florida,"673,299","1,417,749","$1,684,348,395 ","1,684.35",1.68,208.47,99,1.417749417,SERO
2006,Georgia,"386,192","946,812","$1,098,314,441 ","1,098.31",1.1,237,96.67,0.946812083,SERO
2006,Guam,"8,220","27,724","$54,540,592 ",54.54,0.05,552.96,163.94,0.027723667,WRO
2006,Hawaii,"44,883","87,942","$147,845,128 ",147.85,0.15,274.5,140.1,0.087942417,WRO
2006,Idaho,"36,959","91,106","$100,166,643 ",100.17,0.1,225.85,91.62,0.0911055,WRO
2006,Illinois,"556,293","1,225,093","$1,503,197,008 ","1,503.20",1.5,225.18,102.25,1.225093167,MWRO
2006,Indiana,"249,498","574,696","$648,113,405 ",648.11,0.65,216.47,93.98,0.574696417,MWRO
2006,Iowa,"100,753","225,717","$244,224,816 ",244.22,0.24,202,90.17,0.225717417,MWRO
2006,Kansas,"81,625","183,071","$188,316,820 ",188.32,0.19,192.26,85.72,0.183070667,MPRO
2006,Kentucky,"257,605","589,102","$645,357,318 ",645.36,0.65,208.77,91.29,0.589101833,SERO
2006,Louisiana,"333,400","829,882","$1,031,646,570 ","1,031.65",1.03,257.86,103.59,0.829882167,SWRO
2006,Maine,"81,557","160,294","$169,291,080 ",169.29,0.17,172.98,88.01,0.16029375,NERO
2006,MARO,"1,252,753","2,745,886","$2,961,238,124 ","2,961.24",2.96,196.98,89.87,2.745885583,MARO
2006,Maryland,"140,394","305,395","$336,097,166 ",336.1,0.34,199.5,91.71,0.305394667,MARO
2006,Massachusetts,"227,263","431,518","$421,536,216 ",421.54,0.42,154.57,81.41,0.431517833,NERO
2006,Michigan,"515,030","1,133,793","$1,238,787,643 ","1,238.79",1.24,200.44,91.05,1.133792917,MWRO
2006,Minnesota,"125,764","263,986","$282,402,693 ",282.4,0.28,187.13,89.15,0.2639855,MWRO
2006,Mississippi,"181,184","447,710","$507,102,161 ",507.1,0.51,233.24,94.39,0.447709667,SERO
2006,Missouri,"299,305","672,889","$740,064,276 ",740.06,0.74,206.05,91.65,0.672889333,MPRO
2006,Montana,"35,268","81,567","$89,953,948 ",89.95,0.09,212.55,91.9,0.081567167,MPRO
2006,MPRO,"782,651","1,791,346","$1,987,003,470 ","1,987.00",1.99,211.57,92.44,1.791345583,MPRO
2006,MWRO,"2,081,725","4,629,406","$5,285,370,096 ","5,285.37",5.29,211.58,95.14,4.629406083,MWRO
2006,Nebraska,"51,285","119,683","$124,315,497 ",124.32,0.12,202,86.56,0.11968325,MPRO
2006,NERO,"1,441,161","2,765,223","$3,258,788,273 ","3,258.79",3.26,188.44,98.21,2.765223,NERO
2006,Nevada,"54,517","117,920","$124,331,511 ",124.33,0.12,190.05,87.86,0.117919667,WRO
2006,New Hampshire,"27,377","56,338","$57,878,223 ",57.88,0.06,176.17,85.61,0.05633825,NERO
2006,New Jersey,"194,108","405,667","$455,855,915 ",455.86,0.46,195.71,93.64,0.40566675,MARO
2006,New Mexico,"95,499","244,672","$253,364,982 ",253.36,0.25,221.09,86.29,0.244671667,SWRO
2006,New York,"935,068","1,785,914","$2,239,980,092 ","2,239.98",2.24,199.63,104.52,1.785913667,NERO
2006,North Carolina,"376,577","854,407","$920,976,885 ",920.98,0.92,203.8,89.83,0.85440725,SERO
2006,North Dakota,"19,288","42,576","$46,220,226 ",46.22,0.05,199.69,90.47,0.042576333,MPRO
2006,Ohio,"480,582","1,063,920","$1,266,219,839 ","1,266.22",1.27,219.56,99.18,1.063919667,MWRO
2006,Oklahoma,"181,135","435,519","$467,306,464 ",467.31,0.47,214.99,89.42,0.435519083,SWRO
2006,Oregon,"222,930","434,239","$463,280,260 ",463.28,0.46,173.18,88.91,0.434238583,WRO
2006,Pennsylvania,"496,774","1,092,298","$1,182,249,827 ","1,182.25",1.18,198.32,90.2,1.092297917,MARO
2006,Rhode Island,"34,241","73,195","$80,928,576 ",80.93,0.08,196.96,92.14,0.0731945,NERO
2006,SERO,"2,709,142","6,207,174","$7,015,241,132 ","7,015.24",7.02,215.79,94.18,6.207174333,SERO
2006,South Carolina,"226,850","534,294","$589,430,436 ",589.43,0.59,216.53,91.93,0.534294083,SERO
2006,South Dakota,"23,781","58,466","$66,153,217 ",66.15,0.07,231.81,94.29,0.058466417,MPRO
2006,SWRO,"1,786,700","4,517,510","$5,106,033,815 ","5,106.03",5.11,238.15,94.19,4.517509583,SWRO
2006,Tennessee,"387,090","870,416","$976,012,959 ",976.01,0.98,210.12,93.44,0.870416,SERO
2006,Texas,"1,017,313","2,622,548","$2,939,331,493 ","2,939.33",2.94,240.78,93.4,2.622548083,SWRO
2006,US,"11,732,776",26548833,"$30,187,346,987 ","30,187.35",30.19,214.41,94.75,26.548833,US
2006,Utah,"53,967","131,753","$140,415,915 ",140.42,0.14,216.82,88.81,0.131753167,SWRO
2006,Vermont,"23,696","47,677","$50,092,041 ",50.09,0.05,176.16,87.55,0.047677,NERO
2006,Virgin Islands,"4,671","13,375","$20,591,784 ",20.59,0.02,367.39,128.3,0.0133745,NERO
2006,Virginia,"224,843","506,656","$525,712,148 ",525.71,0.53,194.84,86.47,0.50665575,MARO
2006,Washington,"270,202","535,768","$594,593,287 ",594.59,0.59,183.38,92.48,0.535768167,WRO
2006,West Virginia,"118,282","267,630","$266,402,597 ",266.4,0.27,187.69,82.95,0.267629667,MARO
2006,Wisconsin,"154,558","367,918","$346,649,508 ",346.65,0.35,186.9,78.52,0.367918417,MWRO
2006,WRO,"1,678,644","3,892,289","$4,573,672,077 ","4,573.67",4.57,227.05,97.92,3.892289,WRO
2006,Wyoming,"10,134","24,236","$26,308,511 ",26.31,0.03,216.34,90.46,0.024236417,MPRO
2007,Alabama,"220,917","545,955","$601,413,135 ",601.41,0.6,226.86,91.8,0.545955,SERO
2007,Alaska,"21,318","56,181","$86,084,132 ",86.08,0.09,336.51,127.69,0.056181083,WRO
2007,Arizona,"222,304","544,688","$646,750,299 ",646.75,0.65,242.44,98.95,0.544688417,SWRO
2007,Arkansas,"158,087","379,768","$412,445,881 ",412.45,0.41,217.42,90.5,0.37976825,SWRO
2007,California,"827,258","2,048,185","$2,569,814,590 ","2,569.81",2.57,258.87,104.56,2.048185333,WRO
2007,Colorado,"106,899","250,704","$310,583,982 ",310.58,0.31,242.12,103.24,0.250703917,MPRO
2007,Connecticut,"113,187","212,562","$253,062,794 ",253.06,0.25,186.32,99.21,0.21256225,NERO
2007,Delaware,"29,116","67,185","$74,729,045 ",74.73,0.07,213.88,92.69,0.0671845,MARO
2007,District of Columbia,"45,129","86,519","$103,950,879 ",103.95,0.1,191.95,100.12,0.086518667,MARO
2007,Florida,"627,987","1,232,803","$1,400,153,858 ","1,400.15",1.4,185.8,94.65,1.232803417,SERO
2007,Georgia,"387,254","950,038","$1,125,954,322 ","1,125.95",1.13,242.29,98.76,0.950038417,SERO
2007,Guam,"7,916","26,614","$55,690,316 ",55.69,0.06,586.26,174.38,0.026613583,WRO
2007,Hawaii,"45,380","89,629","$156,542,027 ",156.54,0.16,287.46,145.55,0.089628833,WRO
2007,Idaho,"35,990","87,068","$95,992,768 ",95.99,0.1,222.27,91.88,0.087067667,WRO
2007,Illinois,"569,073","1,246,400","$1,565,198,255 ","1,565.20",1.57,229.2,104.65,1.24639975,MWRO
2007,Indiana,"253,840","587,156","$677,097,583 ",677.1,0.68,222.29,96.1,0.587156417,MWRO
2007,Iowa,"108,166","238,349","$265,450,404 ",265.45,0.27,204.51,92.81,0.238349,MWRO
2007,Kansas,"82,881","182,407","$192,850,959 ",192.85,0.19,193.9,88.1,0.182406667,MPRO
2007,Kentucky,"266,673","602,022","$674,261,809 ",674.26,0.67,210.7,93.33,0.6020215,SERO
2007,Louisiana,"266,075","650,357","$746,127,346 ",746.13,0.75,233.68,95.6,0.650356583,SWRO
2007,Maine,"81,767","162,602","$170,581,745 ",170.58,0.17,173.85,87.42,0.16260175,NERO
2007,MARO,"1,305,580","2,818,833","$3,125,309,880 ","3,125.31",3.13,199.48,92.39,2.818832667,MARO
2007,Maryland,"147,191","317,825","$357,244,132 ",357.24,0.36,202.26,93.67,0.317825083,MARO
2007,Massachusetts,"239,802","456,192","$471,901,175 ",471.9,0.47,163.99,86.2,0.456191667,NERO
2007,Michigan,"555,744","1,204,409","$1,367,629,622 ","1,367.63",1.37,205.07,94.63,1.204409167,MWRO
2007,Minnesota,"131,764","276,414","$296,387,269 ",296.39,0.3,187.45,89.36,0.276413667,MWRO
2007,Mississippi,"178,775","426,116","$443,797,523 ",443.8,0.44,206.87,86.79,0.4261155,SERO
2007,Missouri,"299,509","671,397","$745,311,957 ",745.31,0.75,207.37,92.51,0.671397,MPRO
2007,Montana,"34,830","79,969","$89,698,694 ",89.7,0.09,214.61,93.47,0.0799685,MPRO
2007,MPRO,"789,561","1,794,911","$2,011,350,247 ","2,011.35",2.01,212.29,93.38,1.794911,MPRO
2007,MWRO,"2,165,324","4,773,913","$5,562,445,969 ","5,562.45",5.56,214.07,97.1,4.773912667,MWRO
2007,Nebraska,"51,845","120,634","$126,459,764 ",126.46,0.13,203.26,87.36,0.120634333,MPRO
2007,NERO,"1,477,931","2,821,367","$3,427,332,877 ","3,427.33",3.43,193.25,101.23,2.821367333,NERO
2007,Nevada,"57,023","122,224","$133,739,897 ",133.74,0.13,195.45,91.18,0.122224417,WRO
2007,New Hampshire,"28,852","59,101","$62,477,686 ",62.48,0.06,180.46,88.1,0.0591005,NERO
2007,New Jersey,"198,725","414,503","$483,425,319 ",483.43,0.48,202.72,97.19,0.414502583,MARO
2007,New Mexico,"92,093","233,918","$248,844,870 ",248.84,0.25,225.17,88.65,0.233917917,SWRO
2007,New York,"951,633","1,801,984","$2,324,294,916 ","2,324.29",2.32,203.54,107.49,1.801984167,NERO
2007,North Carolina,"391,019","882,946","$972,290,890 ",972.29,0.97,207.21,91.77,0.882946,SERO
2007,North Dakota,"20,395","45,122","$51,891,080 ",51.89,0.05,212.03,95.83,0.045122333,MPRO
2007,Ohio,"492,811","1,076,764","$1,292,695,103 ","1,292.70",1.29,218.59,100.04,1.07676375,MWRO
2007,Oklahoma,"176,290","421,316","$458,907,034 ",458.91,0.46,216.93,90.77,0.421315917,SWRO
2007,Oregon,"226,435","438,498","$477,442,080 ",477.44,0.48,175.71,90.73,0.438498417,WRO
2007,Pennsylvania,"530,243","1,135,146","$1,258,604,269 ","1,258.60",1.26,197.8,92.4,1.135145667,MARO
2007,Rhode Island,"36,645","76,315","$89,354,659 ",89.35,0.09,203.2,97.57,0.076315,NERO
2007,SERO,"2,693,361","6,050,043","$6,839,644,807 ","6,839.64",6.84,211.62,94.21,6.050043333,SERO
2007,South Carolina,"233,295","545,293","$618,164,263 ",618.16,0.62,220.81,94.47,0.545293083,SERO
2007,South Dakota,"24,754","60,246","$70,614,077 ",70.61,0.07,237.72,97.67,0.060246167,MPRO
2007,SWRO,"1,639,780","4,107,557","$4,584,483,474 ","4,584.48",4.58,232.98,93.01,4.107557,SWRO
2007,Tennessee,"387,441","864,870","$1,003,609,007 ","1,003.61",1,215.86,96.7,0.864870417,SERO
2007,Texas,"947,235","2,422,198","$2,718,158,343 ","2,718.16",2.72,239.13,93.52,2.422198333,SWRO
2007,US,"11,787,765",26316045,"$30,373,271,078 ","30,373.27",30.37,214.72,96.18,26.316045,US
2007,Utah,"50,784","123,475","$133,204,438 ",133.2,0.13,218.58,89.9,0.123475333,SWRO
2007,Vermont,"26,046","52,612","$55,659,902 ",55.66,0.06,178.08,88.16,0.052612,NERO
2007,Virgin Islands,"4,761","13,281","$21,025,459 ",21.03,0.02,368.01,131.93,0.013280583,NERO
2007,Virginia,"230,281","515,032","$551,446,240 ",551.45,0.55,199.56,89.23,0.515032333,MARO
2007,Washington,"272,605","536,333","$600,647,715 ",600.65,0.6,183.61,93.33,0.536332833,WRO
2007,West Virginia,"120,135","269,343","$274,884,537 ",274.88,0.27,190.68,85.05,0.26934325,MARO
2007,Wisconsin,"162,092","382,770","$363,438,137 ",363.44,0.36,186.85,79.12,0.382769917,MWRO
2007,WRO,"1,716,228","3,949,421","$4,822,703,824 ","4,822.70",4.82,234.17,101.76,3.949420583,WRO
2007,Wyoming,"9,499","22,608","$25,284,892 ",25.28,0.03,221.83,93.2,0.02260775,MPRO
2008,Alabama,"231,740","571,591","$663,901,057 ",663.9,0.66,238.74,96.79,0.571591083,SERO
2008,Alaska,"21,976","56,977","$94,262,437 ",94.26,0.09,357.45,137.87,0.056977,WRO
2008,Arizona,"258,517","627,660","$772,440,411 ",772.44,0.77,249,102.56,0.627660333,SWRO
2008,Arkansas,"157,871","377,883","$431,547,807 ",431.55,0.43,227.8,95.17,0.37788275,SWRO
2008,California,"914,161","2,220,127","$2,995,179,522 ","2,995.18",3,273.04,112.43,2.220127083,WRO
2008,Colorado,"109,405","252,933","$325,104,191 ",325.1,0.33,247.63,107.11,0.252932583,MPRO
2008,Connecticut,"120,573","225,383","$284,829,257 ",284.83,0.28,196.86,105.31,0.225383167,NERO
2008,Delaware,"32,512","74,429","$86,180,751 ",86.18,0.09,220.89,96.49,0.074429333,MARO
2008,District of Columbia,"47,721","89,442","$112,324,800 ",112.32,0.11,196.15,104.65,0.089441667,MARO
2008,Florida,"745,847","1,454,928","$1,778,641,937 ","1,778.64",1.78,198.73,101.87,1.454928167,SERO
2008,Georgia,"417,427","1,021,155","$1,276,750,098 ","1,276.75",1.28,254.89,104.19,1.0211545,SERO
2008,Guam,"8,295","27,874","$60,125,091 ",60.13,0.06,604.01,179.76,0.0278735,WRO
2008,Hawaii,"48,824","96,551","$184,612,461 ",184.61,0.18,315.1,159.34,0.096551083,WRO
2008,Idaho,"40,835","100,198","$116,567,714 ",116.57,0.12,237.89,96.95,0.1001975,WRO
2008,Illinois,"595,832","1,299,443","$1,718,280,001 ","1,718.28",1.72,240.32,110.19,1.29944325,MWRO
2008,Indiana,"267,802","623,415","$772,883,186 ",772.88,0.77,240.5,103.31,0.623415167,MWRO
2008,Iowa,"117,632","258,173","$305,655,259 ",305.66,0.31,216.53,98.66,0.258172667,MWRO
2008,Kansas,"85,784","187,569","$211,265,341 ",211.27,0.21,205.23,93.86,0.187568917,MPRO
2008,Kentucky,"283,752","633,194","$742,037,605 ",742.04,0.74,217.92,97.66,0.63319375,SERO
2008,Louisiana,"324,887","790,733","$1,025,182,241 ","1,025.18",1.03,262.96,108.04,0.790732583,SWRO
2008,Maine,"86,459","173,039","$196,264,502 ",196.26,0.2,189.17,94.52,0.173039083,NERO
2008,MARO,"1,392,024","2,985,032","$3,487,458,700 ","3,487.46",3.49,208.78,97.36,2.98503175,MARO
2008,Maryland,"167,174","359,985","$432,043,737 ",432.04,0.43,215.37,100.01,0.359985333,MARO
2008,Massachusetts,"266,430","505,782","$586,587,498 ",586.59,0.59,183.47,96.65,0.50578175,NERO
2008,Michigan,"590,930","1,256,373","$1,506,032,208 ","1,506.03",1.51,212.38,99.89,1.2563725,MWRO
2008,Minnesota,"140,427","293,928","$329,569,307 ",329.57,0.33,195.58,93.44,0.293928083,MWRO
